gene_symbol	MANE_transcript	ClinVar_PL_record_count	semantic_class_prePAExact	public_label	curated_display_gene	low_record_burden_flag	browser_status	detail_page	unit_count	best_single_exon_coverage_fraction	best_adjacent_exon_block_coverage_fraction	best_downstream_CDS_implantation_coverage_fraction
C1orf122	ENST00000373042.5	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/C1orf122.html	8	1.000000	1.000000	0.000000
C1orf146	ENST00000370375.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/C1orf146.html	25	1.000000	1.000000	1.000000
C2	ENST00000299367.10	29	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/C2.html	97	0.137931	0.448276	0.965517
C2CD3	ENST00000334126.12	82	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	false	false	all-mapped enumerated	genes/C2CD3.html	187	0.085366	0.219512	0.951220
C2orf69	ENST00000319974.6	8	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/C2orf69.html	4	0.500000	1.000000	0.500000
C3	ENST00000245907.11	76	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/C3.html	235	0.065789	0.223684	1.000000
C3AR1	ENST00000307637.5	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/C3AR1.html	4	1.000000	1.000000	1.000000
C3orf52	ENST00000264848.10	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/C3orf52.html	25	0.500000	1.000000	0.750000
C4B	ENST00000435363.7	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/C4B.html	235	0.500000	1.000000	1.000000
C5	ENST00000223642.3	54	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/C5.html	235	0.074074	0.203704	0.944444
C6	ENST00000337836.10	63	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/C6.html	97	0.158730	0.412698	1.000000
C6orf47	ENST00000375911.2	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/C6orf47.html	1	1.000000		
C6orf89	ENST00000480824.7	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/C6orf89.html	43	0.000000	0.000000	0.000000
C7	ENST00000313164.10	61	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/C7.html	97	0.163934	0.426230	1.000000
C8A	ENST00000361249.4	27	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/C8A.html	55	0.185185	0.592593	1.000000
C8B	ENST00000371237.9	42	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/C8B.html	61	0.142857	0.523810	0.904762
C9	ENST00000263408.5	47	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/C9.html	55	0.191489	0.702128	0.978723
CA1	ENST00000523022.6	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CA1.html	37	1.000000	1.000000	1.000000
CA12	ENST00000178638.8	5	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CA12.html	55	0.400000	0.800000	1.000000
CA2	ENST00000285379.10	23	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CA2.html	31	0.304348	0.782609	0.913043
CA4	ENST00000300900.9	14	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CA4.html	37	0.285714	0.785714	1.000000
CA5A	ENST00000649794.3	9	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CA5A.html	31	0.222222	0.777778	0.888889
CA8	ENST00000317995.5	10	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CA8.html	42	0.300000	0.700000	1.000000
CABP2	ENST00000294288.5	11	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CABP2.html	31	0.272727	0.818182	1.000000
CABP4	ENST00000325656.7	30	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/CABP4.html	25	0.400000	0.900000	0.633333
CACNA1A	ENST00000360228.11	554	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	true	false	all-mapped enumerated; curated display gene	genes/CACNA1A.html	271	0.124549	0.229242	0.969314
CACNA1B	ENST00000371372.6	54	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	false	false	all-mapped enumerated	genes/CACNA1B.html	271	0.148148	0.259259	0.962963
CACNA1C	ENST00000399655.6	97	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	false	false	all-mapped enumerated	genes/CACNA1C.html	271	0.061856	0.195876	0.989691
CACNA1D	ENST00000350061.11	21	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	false	false	all-mapped enumerated	genes/CACNA1D.html	277	0.333333	0.476190	1.000000
CACNA1E	ENST00000367573.7	33	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	false	false	all-mapped enumerated	genes/CACNA1E.html	277	0.242424	0.363636	1.000000
CACNA1F	ENST00000323022.10	189	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	false	false	all-mapped enumerated	genes/CACNA1F.html	277	0.047619	0.174603	1.000000
CACNA1G	ENST00000359106.10	29	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	false	false	all-mapped enumerated	genes/CACNA1G.html	217	0.206897	0.310345	1.000000
CACNA1H	ENST00000348261.11	8	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CACNA1H.html	199	0.250000	0.375000	1.000000
CACNA1I	ENST00000402142.4	6	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CACNA1I.html	211	0.333333	0.500000	1.000000
CACNA1S	ENST00000362061.4	126	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	false	false	all-mapped enumerated	genes/CACNA1S.html	253	0.079365	0.190476	0.968254
CACNA2D1	ENST00000356860.8	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CACNA2D1.html	223	0.250000	0.500000	0.750000
CACNA2D2	ENST00000424201.7	80	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CACNA2D2.html	217	0.087500	0.187500	0.925000
CACNA2D4	ENST00000382722.10	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CACNA2D4.html	217	0.250000	0.250000	0.750000
CACNB1	ENST00000394303.8	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CACNB1.html	73	1.000000	1.000000	1.000000
CACNB2	ENST00000324631.13	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CACNB2.html	73	0.000000	0.000000	1.000000
CACNB4	ENST00000539935.7	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CACNB4.html	73	0.666667	1.000000	1.000000
CACNG7	ENST00000391767.6	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CACNG7.html	25	1.000000	1.000000	1.000000
CACUL1	ENST00000369151.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CACUL1.html	43	1.000000	1.000000	1.000000
CAD	ENST00000264705.9	95	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	false	false	all-mapped enumerated	genes/CAD.html	253	0.073684	0.210526	0.989474
CADM3	ENST00000368125.9	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CADM3.html	43	1.000000	1.000000	1.000000
CALCRL	ENST00000392370.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CALCRL.html	79	1.000000	1.000000	1.000000
CALHM1	ENST00000329905.6	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CALHM1.html	4	1.000000	1.000000	0.000000
CALM1	ENST00000356978.9	20	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CALM1.html	25	0.550000	1.000000	1.000000
CALM2	ENST00000272298.12	19	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CALM2.html	25	0.842105	1.000000	1.000000
CALM3	ENST00000291295.14	8	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CALM3.html	25	0.625000	1.000000	1.000000
CALR	ENST00000316448.10	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CALR.html	43	1.000000	1.000000	1.000000
CALU	ENST00000249364.9	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CALU.html	31	1.000000	1.000000	1.000000
CAMK1D	ENST00000619168.5	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CAMK1D.html	55	1.000000	1.000000	1.000000
CAMK2A	ENST00000671881.1	29	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CAMK2A.html	103	0.172414	0.586207	0.931034
CAMK2B	ENST00000395749.7	17	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CAMK2B.html	132	0.411765	0.764706	1.000000
CAMK2D	ENST00000511664.6	9	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CAMK2D.html	114	0.444444	0.666667	1.000000
CAMK2G	ENST00000423381.6	6	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CAMK2G.html	126	0.333333	0.666667	1.000000
CAMK4	ENST00000282356.9	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CAMK4.html	55	1.000000	1.000000	1.000000
CAMSAP1	ENST00000389532.9	5	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CAMSAP1.html	91	0.800000	1.000000	1.000000
CAMTA1	ENST00000303635.12	97	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CAMTA1.html	127	0.298969	0.484536	1.000000
CANT1	ENST00000392446.10	48	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CANT1.html	19	0.500000	1.000000	1.000000
CAP2	ENST00000229922.7	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CAP2.html	67	0.333333	0.666667	1.000000
CAPN1	ENST00000279247.11	50	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CAPN1.html	121	0.160000	0.460000	1.000000
CAPN10	ENST00000391984.7	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CAPN10.html	61	0.500000	0.750000	1.000000
CAPN15	ENST00000219611.7	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CAPN15.html	73	0.285714	0.571429	1.000000
CAPN3	ENST00000397163.8	509	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/CAPN3.html	133	0.092338	0.300589	0.919450
CAPN5	ENST00000648180.1	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CAPN5.html	67	1.000000	1.000000	1.000000
CAPN6	ENST00000324068.2	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CAPN6.html	67	0.500000	1.000000	1.000000
CAPNS1	ENST00000246533.8	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CAPNS1.html	55	0.500000	0.500000	1.000000
CAPRIN1	ENST00000341394.9	26	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CAPRIN1.html	103	0.269231	0.423077	1.000000
CAPZA2	ENST00000361183.8	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CAPZA2.html	49	1.000000	1.000000	1.000000
CARD10	ENST00000251973.10	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CARD10.html	109	1.000000	1.000000	1.000000
CARD11	ENST00000396946.9	45	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CARD11.html	139	0.177778	0.533333	1.000000
CARD14	ENST00000648509.2	16	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CARD14.html	133	0.687500	0.937500	1.000000
CARD8	ENST00000651546.1	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CARD8.html	73	1.000000	1.000000	1.000000
CARD9	ENST00000371732.10	23	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CARD9.html	67	0.173913	0.608696	1.000000
CARMIL2	ENST00000334583.11	81	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CARMIL2.html	217	0.148148	0.333333	0.987654
CARNMT1	ENST00000376834.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CARNMT1.html	37	1.000000	1.000000	1.000000
CARS1	ENST00000380525.9	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CARS1.html	127	0.428571	0.571429	1.000000
CARS2	ENST00000257347.9	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CARS2.html	79	0.250000	0.750000	1.000000
CASD1	ENST00000297273.9	153	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CASD1.html	97	0.000000	0.000000	1.000000
CASK	ENST00000378163.7	190	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CASK.html	151	0.084211	0.278947	0.957895
CASP10	ENST00000286186.11	5	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CASP10.html	49	0.400000	0.800000	1.000000
CASP2	ENST00000310447.10	5	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CASP2.html	55	0.400000	0.600000	1.000000
CASP8	ENST00000673742.1	22	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CASP8.html	43	0.272727	0.500000	1.000000
CASQ1	ENST00000368078.8	5	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CASQ1.html	55	0.200000	0.600000	0.800000
CASQ2	ENST00000261448.6	79	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/CASQ2.html	55	0.215190	0.582278	0.784810
CASR	ENST00000639785.2	313	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/CASR.html	31	0.383387	0.907348	1.000000
CAST	ENST00000675179.1	51	diffuse_or_moderate_replacement_opportunity	Diffuse/moderate opportunity	false	false	all-mapped enumerated	genes/CAST.html	180	0.039216	0.098039	0.254902
CASZ1	ENST00000377022.8	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CASZ1.html	115	0.571429	0.714286	1.000000
CAT	ENST00000241052.5	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CAT.html	67	0.500000	0.750000	1.000000
CATIP	ENST00000289388.4	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CATIP.html	49	1.000000	1.000000	1.000000
CATSPER1	ENST00000312106.6	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CATSPER1.html	61	1.000000	1.000000	0.000000
CATSPERB	ENST00000256343.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CATSPERB.html	151	1.000000	1.000000	1.000000
CAV1	ENST00000341049.7	12	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CAV1.html	8	0.916667	1.000000	1.000000
CAV3	ENST00000343849.3	26	compact_adjacent_exon_block_opportunity	Compact exon/block opportunity	false	false	all-mapped enumerated	genes/CAV3.html	4	0.615385	1.000000	0.653846
CAVIN1	ENST00000357037.6	16	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CAVIN1.html	4	0.562500	1.000000	0.500000
CBFB	ENST00000412916.7	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CBFB.html	25	0.500000	0.500000	1.000000
CBL	ENST00000264033.6	34	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CBL.html	85	0.735294	0.941176	1.000000
CBLB	ENST00000394030.8	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CBLB.html	103	0.666667	1.000000	1.000000
CBLIF	ENST00000257248.3	15	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CBLIF.html	43	0.266667	0.933333	0.866667
CBS	ENST00000398165.8	280	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/CBS.html	91	0.128571	0.403571	1.000000
CBX2	ENST00000310942.9	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CBX2.html	19	1.000000	1.000000	1.000000
CBY1	ENST00000216029.8	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CBY1.html	19	0.500000	1.000000	1.000000
CC2D1A	ENST00000318003.11	64	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CC2D1A.html	163	0.062500	0.250000	0.984375
CC2D2A	ENST00000424120.6	328	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/CC2D2A.html	211	0.067073	0.185976	1.000000
CCBE1	ENST00000439986.9	18	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCBE1.html	55	0.333333	0.722222	0.888889
CCDC107	ENST00000426546.7	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCDC107.html	19	0.000000	0.000000	0.000000
CCDC134	ENST00000255784.6	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCDC134.html	31	1.000000	1.000000	1.000000
CCDC146	ENST00000285871.5	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCDC146.html	103	0.666667	0.666667	1.000000
CCDC174	ENST00000383794.7	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCDC174.html	55	1.000000	1.000000	1.000000
CCDC183	ENST00000338005.7	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCDC183.html	73	0.500000	1.000000	1.000000
CCDC186	ENST00000369287.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCDC186.html	85	1.000000	1.000000	1.000000
CCDC22	ENST00000376227.4	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCDC22.html	91	0.333333	0.666667	0.666667
CCDC30	ENST00000657597.2	4	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCDC30.html	115	0.000000	0.000000	0.250000
CCDC32	ENST00000416810.7	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCDC32.html	13	1.000000	1.000000	1.000000
CCDC33	ENST00000398814.8	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCDC33.html	103	0.000000	0.000000	0.000000
CCDC34	ENST00000328697.11	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCDC34.html	25	0.500000	1.000000	1.000000
CCDC39	ENST00000476379.6	171	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CCDC39.html	109	0.116959	0.362573	0.988304
CCDC40	ENST00000397545.9	111	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CCDC40.html	109	0.099099	0.288288	1.000000
CCDC47	ENST00000225726.10	7	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCDC47.html	67	0.428571	0.571429	1.000000
CCDC50	ENST00000392455.9	2	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCDC50.html	61	0.500000	0.500000	1.000000
CCDC62	ENST00000253079.11	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCDC62.html	66	1.000000	1.000000	1.000000
CCDC68	ENST00000591504.6	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCDC68.html	61	1.000000	1.000000	1.000000
CCDC8	ENST00000307522.5	10	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCDC8.html	1	1.000000		
CCDC82	ENST00000646818.2	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCDC82.html	49	1.000000	1.000000	1.000000
CCDC88A	ENST00000436346.7	36	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	false	false	all-mapped enumerated	genes/CCDC88A.html	186	0.277778	0.444444	1.000000
CCDC88C	ENST00000389857.11	113	high_coverage_downstream_CDS_but_donor_or_context_burden	High-coverage context-burden opportunity	false	false	all-mapped enumerated	genes/CCDC88C.html	169	0.203540	0.292035	0.991150
CCIN	ENST00000335119.4	5	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCIN.html	1	1.000000		
CCKBR	ENST00000334619.7	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCKBR.html	19	1.000000	1.000000	1.000000
CCL5	ENST00000605140.6	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCL5.html	8	0.000000	0.000000	1.000000
CCM2	ENST00000258781.11	110	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CCM2.html	49	0.263636	0.818182	0.972727
CCN2	ENST00000367976.4	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCN2.html	19	0.333333	1.000000	0.666667
CCN6	ENST00000368666.7	69	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	false	false	all-mapped enumerated	genes/CCN6.html	19	0.318841	0.985507	0.913043
CCNB3	ENST00000376042.6	1	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCNB3.html	67	1.000000	1.000000	1.000000
CCND2	ENST00000261254.8	17	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCND2.html	19	0.882353	1.000000	1.000000
CCNF	ENST00000397066.9	3	low_record_burden_interpretation_limited	Low-record-burden interpretation-limited	false	true	all-mapped enumerated; low-record-burden interpretation-limited	genes/CCNF.html	91	0.666667	0.666667	1.000000
CCNH	ENST00000256897.9	255	compact_downstream_CDS_implantation_opportunity	Compact downstream-CDS opportunity	true	false	all-mapped enumerated; curated display gene	genes/CCNH.html	43	0.000000	0.000000	1.000000
